respondent_id,year,age,gender,ses,AC1_commitment,AC2_check_expected5,AC3_check_expected1,FS1,EC2,PT3,EC4,FS5,PD6,FS7,PT8,EC9,PD10,PT11,FS12,PD13,EC14,PT15,FS16,PD17,EC18,PD19,EC20,PT21,EC22,FS23,PD24,PT25,FS26,PD27,PT28,FS_mean,PT_mean,EC_mean,PD_mean,IRI_total,attention_fail_count,included_after_qc,cluster
112,2023,19.0,Mujer,2.0,,,,2,4,5,5,3,5,3,5,5,2,5,3,4,4,4,3,4,4,1,5,4,4,4,2,4,4,2,4,3.142857142857143,4.428571428571429,4.428571428571429,2.857142857142857,3.7142857142857135,0,True,2
113,2023,21.0,Mujer,1.0,,,,2,3,5,4,2,3,4,4,3,4,4,5,4,5,5,3,5,5,3,3,3,5,3,1,2,3,1,3,3.142857142857143,3.7142857142857135,4.0,3.0,3.4642857142857144,0,True,2
114,2023,18.0,Mujer,2.0,,,,5,3,4,3,3,2,2,4,2,3,5,5,3,4,5,3,2,5,2,4,4,4,3,2,4,4,2,3,3.571428571428572,4.142857142857143,3.571428571428572,2.2857142857142856,3.3928571428571432,0,True,2
115,2023,18.0,Hombre,2.0,,,,4,5,3,5,4,4,3,5,4,3,4,2,1,4,3,4,3,5,3,4,5,4,5,3,3,5,3,3,3.857142857142857,3.7142857142857135,4.428571428571429,2.857142857142857,3.7142857142857135,0,True,2
116,2023,18.0,Mujer,1.0,,,,4,3,3,5,3,3,3,4,2,3,2,4,2,5,5,3,3,5,3,3,2,4,4,1,2,3,1,3,3.4285714285714284,3.0,3.857142857142857,2.2857142857142856,3.1428571428571432,0,True,1
117,2023,18.0,Hombre,1.0,,,,3,4,4,4,4,3,4,4,3,1,4,4,3,2,4,2,2,5,3,4,4,2,3,3,2,3,3,4,3.2857142857142856,3.7142857142857135,3.4285714285714284,2.571428571428572,3.25,0,True,2
118,2023,19.0,Mujer,3.0,,,,4,5,5,5,4,3,3,5,4,1,5,5,5,5,5,4,5,5,5,3,5,4,5,5,4,5,1,5,4.285714285714286,4.857142857142857,4.428571428571429,3.571428571428572,4.285714285714286,0,True,2
119,2023,18.0,Mujer,1.0,,,,3,4,5,4,3,4,2,4,4,3,4,4,3,3,4,4,3,4,2,2,3,4,4,3,4,4,3,5,3.4285714285714284,4.142857142857143,3.571428571428572,3.0,3.5357142857142856,0,True,2
120,2023,18.0,Hombre,2.0,,,,5,3,3,3,3,4,3,5,4,3,3,3,2,3,4,3,4,4,3,5,4,3,3,2,3,3,2,3,3.2857142857142856,3.571428571428572,3.571428571428572,2.857142857142857,3.321428571428572,0,True,2
121,2023,31.0,Hombre,2.0,,,,5,5,1,1,5,5,1,5,5,5,5,5,1,5,1,5,5,5,1,3,5,4,5,1,5,5,1,5,4.428571428571429,3.857142857142857,4.0,2.7142857142857144,3.75,0,True,2
122,2023,18.0,Hombre,3.0,,,,4,3,4,3,3,2,3,4,4,2,3,4,2,3,3,2,2,4,3,2,3,3,3,2,3,4,2,3,3.2857142857142856,3.2857142857142856,3.142857142857143,2.142857142857143,2.964285714285714,0,True,1
123,2023,18.0,Mujer,2.0,,,,4,4,4,4,2,1,4,4,4,4,3,5,4,5,5,3,5,5,4,5,3,5,5,2,1,5,2,3,4.0,3.2857142857142856,4.571428571428571,3.142857142857143,3.75,0,True,2
124,2023,34.0,Mujer,1.0,,,,3,5,5,5,2,5,3,5,5,1,5,3,3,5,2,1,1,5,3,1,5,3,1,1,3,3,1,3,2.2857142857142856,4.0,4.142857142857143,2.142857142857143,3.142857142857143,0,True,1
125,2023,22.0,Hombre,3.0,,,,2,2,5,4,3,2,4,3,2,3,4,4,2,4,4,5,3,5,3,2,4,2,4,1,1,2,1,2,3.4285714285714284,3.2857142857142856,3.0,2.142857142857143,2.964285714285714,0,True,1
126,2023,18.0,Hombre,2.0,,,,1,3,5,5,1,1,1,5,4,1,5,5,2,3,5,2,1,5,3,2,4,3,3,1,3,3,1,3,2.2857142857142856,4.285714285714286,3.571428571428572,1.4285714285714286,2.892857142857143,0,True,2
127,2023,19.0,Hombre,3.0,,,,4,2,4,3,1,2,2,4,3,2,1,2,3,3,5,2,2,4,3,3,4,2,3,2,2,2,2,2,2.2857142857142856,3.142857142857143,2.857142857142857,2.2857142857142856,2.6428571428571432,0,True,1
128,2023,19.0,Mujer,2.0,,,,2,4,4,5,2,3,4,5,4,2,5,4,4,5,5,3,2,5,3,2,5,4,2,1,3,4,1,5,3.0,4.571428571428571,4.142857142857143,2.2857142857142856,3.5,0,True,2
129,2023,23.0,Hombre,1.0,,,,1,1,5,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2.7142857142857144,3.142857142857143,2.7142857142857144,3.0,2.8928571428571432,0,True,1
130,2023,19.0,Mujer,1.0,,,,2,2,5,5,2,4,4,3,3,2,5,4,4,5,5,2,2,5,4,2,3,2,2,2,4,4,2,4,2.857142857142857,4.142857142857143,3.4285714285714284,2.857142857142857,3.321428571428572,0,True,2
131,2023,18.0,Hombre,2.0,,,,2,3,3,4,2,5,5,4,3,4,2,2,4,4,3,5,4,3,4,4,2,4,4,4,1,4,3,3,3.4285714285714284,2.571428571428572,3.571428571428572,4.0,3.392857142857143,0,True,2
132,2023,18.0,Hombre,2.0,,,,5,5,4,4,1,3,1,4,5,5,5,3,5,4,4,5,3,5,5,2,4,4,5,1,2,5,1,4,3.571428571428572,3.857142857142857,4.142857142857143,3.2857142857142856,3.7142857142857135,0,True,2
133,2023,19.0,Hombre,4.0,,,,5,3,5,2,1,2,1,5,2,3,5,5,2,5,2,1,5,5,3,4,5,3,4,1,5,5,1,5,3.142857142857143,4.571428571428571,3.4285714285714284,2.4285714285714284,3.392857142857143,0,True,2
134,2023,18.0,Mujer,1.0,,,,5,4,4,3,5,2,4,5,3,4,5,5,2,3,4,5,4,5,3,5,5,5,5,2,4,5,2,5,4.857142857142857,4.571428571428571,4.0,2.7142857142857144,4.035714285714286,0,True,2
135,2023,19.0,Mujer,1.0,,,,4,3,4,3,5,4,2,5,3,3,3,5,2,2,4,2,4,3,2,4,4,4,3,2,4,4,2,5,3.571428571428572,4.142857142857143,3.142857142857143,2.7142857142857144,3.3928571428571432,0,True,2
136,2023,25.0,Hombre,2.0,,,,4,2,5,5,1,4,5,4,4,3,5,5,2,4,1,1,4,5,4,4,2,2,4,2,1,1,2,3,3.0,3.0,3.7142857142857135,3.0,3.178571428571429,0,True,2
137,2023,18.0,Mujer,0.0,,,,5,4,4,4,4,2,3,4,3,3,4,5,2,3,2,3,2,5,2,3,3,4,3,2,1,4,2,2,3.857142857142857,2.857142857142857,3.7142857142857135,2.142857142857143,3.142857142857143,0,True,1
138,2023,38.0,Hombre,2.0,,,,3,4,3,4,3,1,2,3,1,2,3,2,2,3,4,1,2,5,4,3,4,2,2,2,3,3,2,3,2.2857142857142856,3.2857142857142856,3.142857142857143,2.142857142857143,2.714285714285714,0,True,1
139,2023,18.0,Hombre,5.0,,,,3,4,4,4,3,2,3,4,4,2,4,4,2,3,4,4,1,4,3,4,4,3,4,1,3,2,1,2,3.2857142857142856,3.571428571428572,3.7142857142857135,1.7142857142857142,3.071428571428572,0,True,1
140,2023,22.0,Hombre,3.0,,,,1,1,4,5,4,2,4,3,2,2,3,5,1,2,5,4,2,4,4,1,3,1,3,1,2,3,1,1,3.4285714285714284,3.0,2.2857142857142856,1.8571428571428568,2.6428571428571432,0,True,1
141,2023,18.0,Mujer,2.0,,,,2,4,3,4,1,5,5,4,4,4,4,4,5,3,2,3,5,5,5,2,3,4,2,5,1,4,2,3,3.0,2.857142857142857,3.7142857142857135,4.428571428571429,3.5000000000000004,0,True,2
142,2023,20.0,Hombre,2.0,,,,1,1,3,2,1,4,3,4,3,1,4,2,4,2,4,1,2,4,3,3,3,3,4,3,4,1,2,3,1.8571428571428568,3.571428571428572,2.571428571428572,2.7142857142857144,2.678571428571429,0,True,1
143,2023,18.0,Mujer,1.0,,,,4,4,3,4,2,1,4,5,3,3,3,3,2,3,4,2,3,4,2,3,3,5,3,2,2,2,2,3,2.857142857142857,3.2857142857142856,3.7142857142857135,2.142857142857143,3.0,0,True,1
144,2023,20.0,Hombre,2.0,,,,3,4,5,4,4,3,3,4,4,3,4,4,2,4,3,4,3,5,2,3,4,4,4,2,4,4,1,4,3.7142857142857135,4.0,4.0,2.2857142857142856,3.5,0,True,2
145,2023,19.0,Mujer,2.0,,,,3,3,4,4,3,3,2,4,3,3,4,4,3,4,4,2,2,5,3,3,3,3,4,2,3,3,2,3,3.0,3.571428571428572,3.571428571428572,2.571428571428572,3.1785714285714284,0,True,1
146,2023,17.0,Hombre,1.0,,,,3,3,4,4,2,3,2,5,4,2,4,2,4,4,4,1,2,5,2,3,5,1,1,1,2,1,1,2,1.7142857142857142,3.7142857142857135,3.4285714285714284,2.142857142857143,2.75,0,True,1
147,2023,23.0,Hombre,2.0,,,,4,2,2,2,4,4,4,4,3,3,4,5,3,2,2,4,4,2,3,4,4,4,3,3,3,4,3,3,4.0,3.142857142857143,2.7142857142857144,3.2857142857142856,3.2857142857142856,0,True,2
148,2023,19.0,Hombre,2.0,,,,5,4,4,4,4,4,2,4,3,2,3,4,3,3,3,2,4,2,2,4,3,3,3,3,3,4,3,3,3.4285714285714284,3.2857142857142856,3.2857142857142856,3.0,3.25,0,True,2
149,2023,18.0,Hombre,4.0,,,,1,2,5,5,2,1,1,5,2,3,2,5,1,3,5,2,1,5,1,5,5,3,3,1,3,1,1,1,2.142857142857143,3.7142857142857135,3.571428571428572,1.2857142857142858,2.678571428571429,0,True,1
150,2023,19.0,Mujer,1.0,,,,1,2,3,2,4,3,3,4,2,3,2,5,2,5,5,1,4,5,3,2,3,4,2,1,1,1,2,4,2.4285714285714284,3.142857142857143,3.142857142857143,2.571428571428572,2.821428571428571,0,True,1
151,2023,17.0,Mujer,3.0,,,,5,5,3,5,4,4,4,4,3,3,4,4,3,4,4,4,4,5,3,4,4,5,3,4,3,4,2,2,4.0,3.4285714285714284,4.428571428571429,3.2857142857142856,3.7857142857142856,0,True,2
152,2023,18.0,Mujer,2.0,,,,3,2,3,5,3,2,5,1,1,3,3,5,4,3,3,5,3,5,4,3,3,3,5,3,3,5,2,5,4.428571428571429,3.0,3.142857142857143,3.0,3.392857142857143,0,True,2
153,2023,18.0,Hombre,0.0,,,,5,4,3,4,4,4,2,4,4,4,5,5,4,3,3,5,4,5,2,4,4,4,5,2,2,5,1,3,4.428571428571429,3.4285714285714284,4.0,3.0,3.7142857142857135,0,True,2
154,2023,20.0,Hombre,1.0,,,,1,3,4,3,1,2,3,4,3,2,5,2,2,3,3,4,3,4,2,2,5,3,5,2,4,4,1,5,2.857142857142857,4.285714285714286,3.0,2.0,3.0357142857142856,0,True,1
155,2023,18.0,Hombre,4.0,,,,1,4,5,5,4,1,5,1,1,1,1,5,5,5,5,1,1,5,5,1,1,1,1,1,1,1,1,1,2.571428571428572,2.142857142857143,3.142857142857143,2.142857142857143,2.5,0,True,1
156,2023,21.0,Hombre,1.0,,,,4,5,4,5,4,4,3,4,3,4,4,2,2,4,4,5,4,4,2,4,4,5,4,3,3,5,3,3,3.857142857142857,3.7142857142857135,4.285714285714286,3.142857142857143,3.75,0,True,2
157,2023,20.0,Hombre,3.0,,,,1,1,5,5,1,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.7142857142857144,3.571428571428572,3.0,2.7142857142857144,3.0,0,True,1
158,2023,23.0,Hombre,2.0,,,,4,4,3,4,3,5,2,4,5,4,4,3,4,3,2,2,4,5,3,4,5,5,4,3,3,4,2,4,3.142857142857143,3.571428571428572,4.285714285714286,3.571428571428572,3.642857142857143,0,True,2
159,2023,18.0,Mujer,2.0,,,,2,3,3,4,3,3,2,4,3,2,4,4,3,4,2,3,4,4,3,2,4,3,3,2,3,4,2,4,3.0,3.4285714285714284,3.2857142857142856,2.7142857142857144,3.1071428571428577,0,True,1
160,2023,18.0,Mujer,2.0,,,,1,2,2,2,1,2,5,3,1,1,2,2,3,3,5,2,2,4,5,1,3,2,1,1,3,2,2,2,2.0,2.857142857142857,2.142857142857143,2.2857142857142856,2.321428571428571,0,True,1
161,2023,19.0,Hombre,2.0,,,,4,4,5,4,1,3,5,4,4,2,4,2,2,5,5,1,3,5,4,3,4,4,2,3,2,1,3,5,2.2857142857142856,4.142857142857143,4.142857142857143,2.857142857142857,3.3571428571428577,0,True,1
162,2023,19.0,Mujer,1.0,,,,3,2,5,5,2,3,4,2,3,4,3,4,2,4,1,4,4,5,4,4,3,5,5,2,1,5,1,2,3.857142857142857,2.4285714285714284,4.0,2.857142857142857,3.2857142857142856,0,True,2
163,2023,20.0,Hombre,1.0,,,,4,4,3,3,3,3,2,4,2,3,3,3,3,3,5,4,3,4,4,4,4,4,4,3,3,4,1,4,3.4285714285714284,3.7142857142857135,3.4285714285714284,2.857142857142857,3.357142857142857,0,True,2
164,2023,19.0,Mujer,3.0,,,,5,5,3,4,2,5,1,2,4,5,4,3,2,3,3,4,5,3,5,3,3,5,4,5,2,5,2,5,3.4285714285714284,3.142857142857143,3.857142857142857,4.142857142857143,3.6428571428571432,0,True,2
165,2023,18.0,Hombre,0.0,,,,5,4,4,2,3,3,3,4,3,2,2,4,3,2,4,4,3,5,3,5,4,4,4,2,4,2,2,2,3.571428571428572,3.4285714285714284,3.571428571428572,2.571428571428572,3.2857142857142856,0,True,2
166,2023,19.0,Mujer,3.0,,,,3,4,3,4,3,3,3,4,4,3,4,3,4,4,4,2,4,4,4,2,4,4,3,3,3,3,3,4,2.857142857142857,3.7142857142857135,3.7142857142857135,3.4285714285714284,3.4285714285714284,0,True,2
167,2023,18.0,Mujer,1.0,,,,3,4,5,5,4,3,3,4,2,3,4,5,4,4,5,3,4,5,4,3,3,5,4,2,2,5,3,5,3.857142857142857,4.0,4.0,3.2857142857142856,3.7857142857142856,0,True,2
168,2023,18.0,Mujer,3.0,,,,4,3,4,4,2,3,3,4,4,3,3,5,3,4,4,3,3,5,4,1,3,3,3,2,2,3,2,3,3.2857142857142856,3.2857142857142856,3.4285714285714284,2.857142857142857,3.2142857142857144,0,True,2
169,2023,19.0,Hombre,1.0,,,,4,4,2,2,4,2,2,4,3,3,4,4,2,2,4,4,3,4,3,3,4,4,4,3,2,4,2,3,3.7142857142857135,3.2857142857142856,3.142857142857143,2.571428571428572,3.1785714285714284,0,True,1
170,2023,18.0,Mujer,3.0,,,,2,4,4,4,4,2,4,4,4,2,4,4,2,3,3,3,2,4,3,2,4,3,2,2,4,2,2,4,3.0,3.857142857142857,3.4285714285714284,2.142857142857143,3.107142857142857,0,True,1
171,2023,18.0,Mujer,1.0,,,,2,4,5,5,2,2,3,4,4,3,4,1,3,5,5,1,1,5,3,1,4,2,1,1,4,3,1,5,1.8571428571428568,4.428571428571429,3.7142857142857135,2.0,3.0,0,True,1
172,2023,19.0,Hombre,3.0,,,,4,4,3,3,2,2,3,3,2,4,4,4,2,4,4,4,2,5,3,3,2,3,3,2,2,4,1,2,3.4285714285714284,2.857142857142857,3.4285714285714284,2.2857142857142856,3.0,0,True,1
173,2023,18.0,Mujer,2.0,,,,4,5,3,5,1,2,4,2,4,1,3,3,2,5,3,4,3,5,2,2,3,4,4,2,3,5,1,3,3.571428571428572,2.857142857142857,4.285714285714286,1.8571428571428568,3.1428571428571432,0,True,1
174,2023,23.0,Mujer,1.0,,,,4,5,3,5,2,3,3,2,4,4,4,3,5,3,3,5,5,4,2,3,4,4,3,3,3,4,4,4,3.4285714285714284,3.2857142857142856,4.0,3.7142857142857135,3.6071428571428568,0,True,2
175,2023,18.0,Hombre,1.0,,,,5,1,3,4,4,3,1,5,1,1,1,5,5,5,5,1,1,1,5,3,5,3,5,3,1,5,1,1,3.7142857142857135,3.0,2.571428571428572,2.7142857142857144,3.0,0,True,1
176,2023,20.0,Hombre,1.0,,,,3,2,5,5,4,2,3,4,4,2,5,5,4,4,5,4,2,5,3,1,4,3,3,1,5,4,1,5,3.7142857142857135,4.714285714285714,3.4285714285714284,2.142857142857143,3.5,0,True,2
177,2023,18.0,Mujer,4.0,,,,5,5,5,5,5,3,5,5,5,5,5,5,3,3,5,5,4,5,3,5,5,5,5,2,5,5,1,5,5.0,5.0,4.714285714285714,3.0,4.428571428571429,0,True,2
178,2023,18.0,Hombre,2.0,,,,4,3,3,2,1,2,4,3,2,2,3,2,2,3,2,1,2,3,3,1,4,3,2,2,3,1,1,4,2.142857142857143,3.142857142857143,2.4285714285714284,2.0,2.4285714285714284,0,True,1
179,2023,18.0,Hombre,3.0,,,,2,4,4,4,4,2,3,5,4,2,5,4,2,3,4,4,2,5,2,2,5,2,4,2,3,4,2,4,3.571428571428572,4.285714285714286,3.4285714285714284,2.0,3.321428571428572,0,True,2
180,2023,18.0,Mujer,4.0,,,,3,2,3,4,4,4,4,4,4,2,3,4,3,4,4,2,3,5,3,3,3,3,3,2,2,3,2,3,3.2857142857142856,3.142857142857143,3.571428571428572,2.7142857142857144,3.178571428571429,0,True,2
181,2023,19.0,Hombre,3.0,,,,4,3,2,3,2,3,2,4,4,3,4,4,2,2,2,2,2,4,2,4,4,4,2,2,3,1,2,3,2.4285714285714284,3.142857142857143,3.4285714285714284,2.2857142857142856,2.821428571428571,0,True,1
182,2023,19.0,Hombre,3.0,,,,3,1,4,3,2,1,2,4,3,2,3,3,1,3,3,2,3,4,2,2,4,2,4,2,2,4,1,2,2.857142857142857,3.142857142857143,2.571428571428572,1.7142857142857142,2.571428571428571,0,True,1
183,2023,18.0,Hombre,3.0,,,,4,3,3,3,4,4,3,3,4,4,4,3,2,4,3,3,5,2,2,4,3,4,4,4,3,4,3,4,3.571428571428572,3.2857142857142856,3.4285714285714284,3.4285714285714284,3.428571428571429,0,True,2
184,2023,18.0,Hombre,2.0,,,,3,2,4,5,4,2,3,5,3,4,3,5,2,2,2,4,3,3,1,1,4,2,3,2,2,2,2,4,3.4285714285714284,3.4285714285714284,2.571428571428572,2.2857142857142856,2.928571428571429,0,True,1
185,2023,18.0,Hombre,2.0,,,,5,3,5,3,3,2,4,5,5,5,5,3,1,4,4,2,1,5,1,2,5,5,3,1,5,2,1,5,3.142857142857143,4.857142857142857,3.857142857142857,1.7142857142857142,3.392857142857143,0,True,2
186,2023,18.0,Hombre,1.0,,,,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,2.142857142857143,3.0,3.0,3.0,2.7857142857142856,0,True,1
187,2023,23.0,Hombre,2.0,,,,2,2,3,1,2,4,3,3,3,4,2,3,1,4,4,2,3,3,2,3,2,4,1,1,1,4,1,2,2.4285714285714284,2.4285714285714284,2.857142857142857,2.2857142857142856,2.5,0,True,1
188,2023,18.0,Hombre,3.0,,,,2,4,5,5,2,3,2,4,4,2,4,5,5,5,5,2,4,5,5,2,4,3,2,1,3,1,1,4,2.2857142857142856,4.142857142857143,4.0,3.0,3.357142857142857,0,True,1
189,2023,17.0,Hombre,1.0,,,,4,3,3,3,2,3,2,3,2,3,4,3,2,3,4,3,3,4,2,1,3,1,3,2,2,3,2,3,2.857142857142857,3.142857142857143,2.4285714285714284,2.4285714285714284,2.7142857142857144,0,True,1
190,2023,18.0,Hombre,1.0,,,,3,5,5,5,1,1,5,5,5,1,5,1,1,4,1,1,1,5,1,1,5,1,1,1,5,1,1,5,1.8571428571428568,4.428571428571429,3.7142857142857135,1.0,2.75,0,True,2
191,2023,19.0,Hombre,1.0,,,,3,3,5,3,5,2,3,5,3,2,4,5,2,4,4,4,3,4,2,3,4,4,4,1,3,3,1,4,3.857142857142857,4.142857142857143,3.4285714285714284,1.8571428571428568,3.321428571428572,0,True,2
192,2023,18.0,Mujer,1.0,,,,5,3,3,2,2,2,2,4,2,3,3,4,1,3,3,4,5,4,2,3,3,4,4,1,3,3,1,4,3.4285714285714284,3.2857142857142856,3.0,2.142857142857143,2.964285714285714,0,True,1
193,2023,18.0,Hombre,1.0,,,,3,4,3,4,4,1,4,3,3,4,4,4,2,2,4,5,4,5,2,3,4,4,5,3,4,4,2,4,4.142857142857143,3.7142857142857135,3.571428571428572,2.571428571428572,3.5,0,True,2
194,2023,21.0,Mujer,4.0,,,,4,3,1,4,2,4,2,5,4,4,3,2,2,4,4,2,4,2,3,4,4,5,2,3,3,2,3,4,2.2857142857142856,3.4285714285714284,3.7142857142857135,3.2857142857142856,3.178571428571428,0,True,2
195,2023,18.0,Hombre,2.0,,,,2,4,3,5,4,1,3,5,4,4,4,1,1,3,2,3,1,4,1,5,3,4,2,1,1,2,1,5,2.4285714285714284,3.2857142857142856,4.142857142857143,1.4285714285714286,2.821428571428572,0,True,1
196,2023,19.0,Hombre,1.0,,,,3,4,4,3,3,1,3,4,2,2,4,4,2,4,3,3,2,3,3,4,4,4,2,2,3,3,2,5,3.0,3.857142857142857,3.4285714285714284,2.0,3.071428571428572,0,True,1
197,2023,18.0,Hombre,2.0,,,,3,4,3,3,1,3,2,3,1,3,1,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.571428571428572,2.7142857142857144,3.142857142857143,3.2857142857142856,2.928571428571429,0,True,1
198,2023,23.0,Mujer,1.0,,,,2,3,4,3,2,3,3,3,3,3,3,4,4,4,4,2,3,4,4,3,3,2,2,2,3,2,2,3,2.4285714285714284,3.2857142857142856,3.142857142857143,3.0,2.964285714285714,0,True,2
199,2023,18.0,Hombre,2.0,,,,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.142857142857143,3.142857142857143,3.142857142857143,3.0,3.107142857142857,0,True,1
200,2023,21.0,Hombre,2.0,,,,4,4,3,2,2,4,2,4,3,5,4,4,3,4,3,3,3,5,2,3,4,5,3,3,2,3,2,3,3.0,3.2857142857142856,3.7142857142857135,3.142857142857143,3.2857142857142856,0,True,2
201,2023,21.0,Hombre,2.0,,,,2,3,5,4,1,3,4,4,2,4,3,4,2,2,4,1,1,3,2,1,3,1,1,2,1,1,1,2,2.0,3.142857142857143,2.2857142857142856,2.142857142857143,2.392857142857143,0,True,1
202,2023,18.0,Hombre,1.0,,,,3,2,4,3,2,3,3,4,3,3,3,3,2,2,2,3,3,3,3,3,3,1,2,2,3,2,2,3,2.571428571428572,3.142857142857143,2.4285714285714284,2.571428571428572,2.6785714285714284,0,True,1
203,2023,19.0,Mujer,2.0,,,,3,4,2,4,3,2,3,3,3,2,4,4,5,4,4,2,5,5,3,5,3,4,2,4,3,3,1,5,2.857142857142857,3.4285714285714284,4.142857142857143,3.142857142857143,3.392857142857143,0,True,2
204,2023,19.0,Hombre,1.0,,,,5,3,5,4,1,1,1,4,1,4,3,4,1,1,1,5,5,5,1,3,5,1,2,1,5,5,1,5,3.2857142857142856,4.0,2.571428571428572,2.0,2.9642857142857144,0,True,1
205,2023,18.0,Mujer,3.0,,,,5,4,5,4,3,1,3,3,3,2,5,4,3,4,4,3,1,4,3,4,4,5,5,2,3,3,2,4,3.7142857142857135,4.0,4.0,2.0,3.428571428571429,0,True,2
206,2023,18.0,Mujer,2.0,,,,4,3,5,5,1,3,3,4,3,1,4,5,4,5,5,3,1,5,3,4,3,3,2,1,4,3,1,4,3.0,4.142857142857143,4.0,2.0,3.2857142857142856,0,True,1
207,2023,19.0,Mujer,2.0,,,,3,2,5,4,4,3,3,4,4,2,3,3,4,4,3,3,4,5,4,3,3,5,3,3,2,3,3,4,3.142857142857143,3.4285714285714284,3.857142857142857,3.2857142857142856,3.428571428571429,0,True,2
208,2023,18.0,Hombre,2.0,,,,3,3,2,3,2,3,3,4,2,3,4,3,2,3,2,3,2,4,3,2,4,2,3,3,2,3,2,4,2.857142857142857,3.142857142857143,2.7142857142857144,2.571428571428572,2.821428571428572,0,True,1
209,2023,18.0,Mujer,2.0,,,,2,4,4,4,2,4,5,3,4,2,3,3,5,5,4,3,2,5,4,3,4,4,4,1,2,2,1,4,3.0,3.4285714285714284,4.142857142857143,2.7142857142857144,3.321428571428572,0,True,1
210,2023,19.0,Mujer,4.0,,,,2,3,5,4,3,5,4,3,4,2,3,4,4,5,5,1,4,5,4,4,3,5,2,4,2,4,1,5,2.857142857142857,3.7142857142857135,4.285714285714286,3.4285714285714284,3.571428571428572,0,True,2
211,2023,21.0,Hombre,3.0,,,,5,2,4,3,2,2,3,5,3,4,5,4,1,3,5,1,1,5,3,3,4,4,4,2,5,4,2,3,3.2857142857142856,4.428571428571429,3.2857142857142856,2.142857142857143,3.2857142857142856,0,True,2
212,2023,18.0,Mujer,1.0,,,,5,2,4,3,5,5,3,5,5,5,4,5,1,3,5,1,1,5,2,5,4,5,4,1,1,4,1,2,3.857142857142857,3.571428571428572,4.0,2.2857142857142856,3.428571428571429,0,True,2
213,2023,23.0,Hombre,1.0,,,,5,3,3,3,1,2,3,3,3,3,3,3,3,3,3,2,3,3,2,1,3,3,1,1,2,1,3,3,2.2857142857142856,2.857142857142857,2.7142857142857144,2.4285714285714284,2.571428571428571,0,True,1
214,2023,18.0,Mujer,2.0,,,,4,3,4,2,3,3,2,3,4,2,4,4,4,5,4,5,5,5,5,5,4,5,5,5,2,5,3,3,4.0,3.4285714285714284,4.142857142857143,3.857142857142857,3.8571428571428577,0,True,2
215,2023,20.0,Mujer,3.0,,,,5,4,2,3,1,4,3,4,4,4,5,2,2,3,4,3,5,5,3,4,4,5,4,5,5,3,5,4,3.0,4.0,4.0,4.0,3.75,0,True,2
216,2023,18.0,Hombre,2.0,,,,5,5,5,4,1,2,3,5,2,1,5,5,1,5,4,4,2,5,1,4,4,2,5,1,4,5,1,2,4.0,4.142857142857143,3.857142857142857,1.2857142857142858,3.321428571428572,0,True,2
217,2023,18.0,Mujer,2.0,,,,1,4,5,5,4,1,5,5,2,1,5,5,1,5,3,3,3,5,3,4,5,4,5,2,1,4,1,3,3.857142857142857,3.857142857142857,4.142857142857143,1.7142857142857142,3.392857142857143,0,True,2
218,2023,19.0,Hombre,3.0,,,,2,3,4,5,3,1,2,5,2,1,2,3,2,3,5,2,2,5,4,1,5,3,4,1,3,5,1,2,3.0,3.7142857142857135,3.142857142857143,1.7142857142857142,2.892857142857143,0,True,1
219,2023,19.0,Mujer,0.0,,,,3,4,4,5,5,3,5,4,2,3,4,5,2,3,4,1,5,3,4,4,4,2,4,1,1,4,2,3,3.857142857142857,3.4285714285714284,3.2857142857142856,2.857142857142857,3.357142857142857,0,True,2
220,2023,19.0,Hombre,1.0,,,,4,4,5,4,1,4,5,5,3,5,4,5,2,4,5,1,4,5,3,4,4,3,3,3,2,1,1,5,2.857142857142857,4.285714285714286,3.857142857142857,3.142857142857143,3.5357142857142856,0,True,2
221,2023,18.0,Mujer,3.0,,,,2,4,3,4,1,2,4,4,5,1,4,3,2,1,4,3,2,5,2,2,4,3,2,1,4,2,2,3,2.4285714285714284,3.7142857142857135,3.4285714285714284,1.7142857142857142,2.821428571428571,0,True,1
222,2023,18.0,Hombre,2.0,,,,3,5,5,3,1,4,3,5,5,4,5,5,3,5,5,3,4,5,3,4,1,5,3,2,5,5,1,5,3.2857142857142856,4.428571428571429,4.571428571428571,3.0,3.821428571428571,0,True,2
223,2023,19.0,Mujer,0.0,,,,4,4,4,4,4,2,4,5,4,2,5,5,2,5,2,4,2,5,2,3,4,3,5,1,2,4,1,4,4.285714285714286,3.7142857142857135,4.0,1.7142857142857142,3.4285714285714284,0,True,2
224,2023,18.0,Mujer,2.0,,,,2,2,5,5,1,1,2,5,2,1,5,5,4,5,4,1,1,5,4,1,5,1,1,1,1,1,1,5,1.8571428571428568,4.285714285714286,3.0,1.8571428571428568,2.75,0,True,1
