respondent_id,year,age,gender,ses,AC1_commitment,AC2_check_expected5,AC3_check_expected1,FS1,EC2,PT3,EC4,FS5,PD6,FS7,PT8,EC9,PD10,PT11,FS12,PD13,EC14,PT15,FS16,PD17,EC18,PD19,EC20,PT21,EC22,FS23,PD24,PT25,FS26,PD27,PT28,FS_mean,PT_mean,EC_mean,PD_mean,IRI_total,attention_fail_count,included_after_qc,cluster
704,2023,17.0,Mujer,3.0,,,,5,5,5,4,3,5,5,3,2,4,5,4,4,4,4,4,5,5,3,4,4,5,4,3,5,5,2,4,4.285714285714286,4.285714285714286,4.142857142857143,3.7142857142857135,4.107142857142858,0,True,2
705,2023,17.0,Mujer,4.0,,,,5,4,4,5,4,5,4,5,5,3,5,1,5,5,5,2,5,5,3,5,5,5,1,4,3,2,5,4,2.7142857142857144,4.428571428571429,4.857142857142857,4.285714285714286,4.071428571428571,0,True,2
706,2023,17.0,Mujer,2.0,,,,2,1,5,4,1,1,3,5,2,1,3,4,5,3,5,1,3,5,4,2,3,4,1,1,2,2,2,4,2.0,3.857142857142857,3.0,2.4285714285714284,2.821428571428572,0,True,1
707,2023,17.0,Mujer,2.0,,,,4,4,2,4,4,2,2,4,3,3,2,3,3,3,2,2,3,5,4,2,4,3,2,3,2,4,2,2,3.0,2.571428571428572,3.4285714285714284,2.857142857142857,2.9642857142857144,0,True,1
708,2023,17.0,Mujer,1.0,,,,3,4,4,4,4,3,4,4,3,2,4,4,4,4,4,3,4,4,2,3,3,5,3,4,3,4,3,4,3.571428571428572,3.7142857142857135,3.857142857142857,3.142857142857143,3.571428571428572,0,True,2
709,2023,17.0,Hombre,1.0,,,,2,2,5,5,3,2,3,4,4,2,4,4,2,4,5,3,1,4,3,2,3,2,2,1,3,3,2,4,2.857142857142857,4.0,3.2857142857142856,1.8571428571428568,3.0,0,True,1
710,2023,17.0,Mujer,0.0,,,,3,4,5,4,2,2,3,4,4,2,4,4,2,3,4,3,2,4,3,2,4,2,3,2,4,4,2,4,3.142857142857143,4.142857142857143,3.2857142857142856,2.142857142857143,3.178571428571429,0,True,1
711,2023,17.0,Hombre,3.0,,,,3,3,4,4,3,2,3,4,5,2,5,5,2,4,4,4,2,4,2,3,4,3,4,2,4,4,3,4,3.7142857142857135,4.142857142857143,3.7142857142857135,2.142857142857143,3.428571428571429,0,True,2
712,2023,17.0,Hombre,2.0,,,,3,3,4,2,3,2,2,4,2,3,3,2,2,3,4,2,3,4,2,2,3,2,2,2,2,3,1,3,2.4285714285714284,3.2857142857142856,2.571428571428572,2.142857142857143,2.6071428571428568,0,True,1
713,2023,17.0,Mujer,2.0,,,,2,5,4,5,2,5,1,4,3,4,3,2,5,5,5,1,5,5,5,5,5,5,1,4,5,4,2,5,1.8571428571428568,4.428571428571429,4.714285714285714,4.285714285714286,3.821428571428571,0,True,2
714,2023,17.0,Mujer,0.0,,,,3,2,4,4,4,3,3,4,3,3,3,4,4,4,5,3,3,4,3,3,4,3,4,3,3,4,2,4,3.571428571428572,3.857142857142857,3.2857142857142856,3.0,3.428571428571429,0,True,2
715,2023,17.0,Hombre,2.0,,,,2,1,3,3,1,4,3,4,1,2,3,1,4,3,4,1,4,4,4,2,5,2,1,2,2,4,1,3,1.8571428571428568,3.4285714285714284,2.2857142857142856,3.0,2.642857142857143,0,True,1
716,2023,17.0,Mujer,3.0,,,,5,4,3,4,5,5,3,4,5,5,4,5,3,4,5,4,5,4,3,4,4,5,5,5,3,5,3,3,4.571428571428571,3.7142857142857135,4.285714285714286,4.142857142857143,4.178571428571428,0,True,2
717,2023,17.0,Hombre,3.0,,,,3,4,5,5,2,3,4,3,4,3,4,2,4,5,4,1,3,5,3,4,4,3,1,2,3,2,3,2,2.142857142857143,3.571428571428572,4.285714285714286,3.0,3.25,0,True,2
718,2023,17.0,Mujer,2.0,,,,3,4,5,5,2,1,2,5,4,3,5,3,1,4,5,4,2,5,2,2,5,3,3,1,4,4,1,5,3.0,4.857142857142857,3.857142857142857,1.5714285714285714,3.321428571428571,0,True,2
719,2023,17.0,Mujer,3.0,,,,3,3,4,4,3,3,4,3,2,3,3,4,4,4,5,2,3,5,4,3,3,3,3,2,3,3,2,3,3.142857142857143,3.4285714285714284,3.4285714285714284,3.0,3.25,0,True,2
720,2023,17.0,Mujer,3.0,,,,5,4,2,2,5,5,3,4,5,2,5,4,4,3,5,2,5,5,3,3,5,5,4,5,2,5,3,5,4.0,4.0,3.857142857142857,3.857142857142857,3.928571428571429,0,True,2
721,2023,17.0,Mujer,3.0,,,,3,3,4,4,3,3,3,4,3,2,3,5,3,2,5,3,4,5,2,2,2,5,4,2,3,1,1,3,3.142857142857143,3.4285714285714284,3.4285714285714284,2.4285714285714284,3.107142857142857,0,True,1
722,2023,17.0,Mujer,1.0,,,,5,5,2,5,3,5,2,5,5,4,5,2,3,5,5,5,5,5,2,5,4,5,4,5,5,5,5,5,3.7142857142857135,4.428571428571429,5.0,4.142857142857143,4.321428571428571,0,True,2
723,2023,17.0,Mujer,3.0,,,,4,3,2,3,4,2,4,5,4,4,3,4,3,4,3,5,3,4,3,4,5,4,5,2,2,5,1,3,4.428571428571429,3.2857142857142856,3.7142857142857135,2.571428571428572,3.5,0,True,2
724,2023,17.0,Mujer,2.0,,,,3,5,4,5,3,2,3,3,5,1,3,4,4,1,4,2,2,5,4,2,3,3,3,1,5,2,1,5,2.857142857142857,3.857142857142857,3.7142857142857135,2.142857142857143,3.142857142857143,0,True,1
725,2023,17.0,Mujer,4.0,,,,4,4,3,4,2,3,2,5,3,2,4,4,2,3,4,3,4,5,3,2,5,4,3,2,5,5,2,5,3.2857142857142856,4.428571428571429,3.571428571428572,2.571428571428572,3.4642857142857144,0,True,2
726,2023,17.0,Mujer,2.0,,,,5,3,4,3,5,3,4,3,4,5,3,5,5,4,5,5,5,3,5,3,4,5,5,4,3,4,4,2,4.714285714285714,3.4285714285714284,3.571428571428572,4.428571428571429,4.035714285714286,0,True,2
727,2023,17.0,Hombre,2.0,,,,1,2,2,2,1,2,2,4,1,2,2,2,2,2,3,2,2,2,3,2,3,3,1,1,1,1,1,3,1.4285714285714286,2.571428571428572,2.0,1.8571428571428568,1.9642857142857144,0,True,1
728,2023,17.0,Mujer,2.0,,,,4,3,2,4,4,1,4,5,4,2,5,5,3,3,4,2,2,5,2,2,5,4,3,2,4,5,1,5,3.857142857142857,4.285714285714286,3.571428571428572,1.8571428571428568,3.392857142857143,0,True,2
729,2023,17.0,Mujer,2.0,,,,2,4,5,5,2,3,4,4,4,2,5,4,2,2,5,3,4,5,2,2,4,4,2,2,3,3,2,5,2.857142857142857,4.428571428571429,3.7142857142857135,2.4285714285714284,3.357142857142857,0,True,2
730,2023,17.0,Mujer,3.0,,,,4,4,3,3,4,4,3,3,2,2,4,4,2,3,5,4,4,4,3,4,3,4,3,2,2,5,2,3,3.857142857142857,3.2857142857142856,3.4285714285714284,2.7142857142857144,3.321428571428571,0,True,2
731,2023,17.0,Hombre,1.0,,,,5,3,4,3,1,3,1,4,3,3,4,3,3,2,4,1,3,4,3,2,4,2,1,1,4,2,2,4,2.0,4.0,2.7142857142857144,2.571428571428572,2.821428571428572,0,True,1
732,2023,17.0,Mujer,1.0,,,,2,5,5,3,2,1,3,5,3,2,4,3,2,5,3,3,1,5,3,1,5,2,3,1,3,2,1,4,2.571428571428572,4.142857142857143,3.4285714285714284,1.5714285714285714,2.928571428571429,0,True,2
733,2023,17.0,Hombre,2.0,,,,4,5,3,4,3,4,4,3,4,2,4,5,2,5,4,5,4,5,4,4,4,5,5,3,2,5,3,3,4.428571428571429,3.2857142857142856,4.571428571428571,3.142857142857143,3.8571428571428568,0,True,2
734,2023,17.0,Mujer,2.0,,,,4,5,4,4,3,1,3,5,3,1,5,4,5,4,5,3,1,5,1,3,4,1,2,1,5,5,1,3,3.4285714285714284,4.428571428571429,3.571428571428572,1.5714285714285714,3.25,0,True,2
735,2023,17.0,Mujer,3.0,,,,4,2,3,3,2,3,1,2,3,2,2,2,5,4,2,1,4,4,3,4,4,3,1,3,2,2,3,2,1.8571428571428568,2.4285714285714284,3.2857142857142856,3.2857142857142856,2.7142857142857144,0,True,1
736,2023,17.0,Mujer,2.0,,,,2,4,5,3,2,2,3,4,2,3,5,3,4,4,5,2,2,5,3,2,2,2,2,2,4,4,2,5,2.571428571428572,4.285714285714286,3.142857142857143,2.571428571428572,3.142857142857143,0,True,1
737,2023,17.0,Mujer,1.0,,,,5,5,4,4,5,3,4,5,2,5,3,5,4,5,5,5,5,5,3,5,3,5,5,2,5,5,1,4,4.857142857142857,4.142857142857143,4.428571428571429,3.2857142857142856,4.178571428571429,0,True,2
738,2023,17.0,Hombre,3.0,,,,4,2,5,5,2,1,5,5,3,1,5,5,1,5,5,3,1,5,2,1,5,1,3,1,2,4,1,4,3.7142857142857135,4.428571428571429,3.142857142857143,1.1428571428571428,3.1071428571428568,0,True,2
739,2023,17.0,Mujer,4.0,,,,4,2,2,2,3,3,5,3,2,3,1,4,3,3,5,3,4,1,3,2,4,3,2,2,2,3,2,3,3.4285714285714284,2.857142857142857,2.142857142857143,2.857142857142857,2.821428571428572,0,True,1
740,2023,17.0,Hombre,2.0,,,,3,1,4,4,1,2,2,4,3,1,2,5,1,2,5,1,1,4,3,1,3,1,2,1,2,4,1,3,2.571428571428572,3.2857142857142856,2.2857142857142856,1.4285714285714286,2.392857142857143,0,True,1
741,2023,16.0,Mujer,2.0,,,,5,5,1,4,3,5,5,1,3,5,1,3,5,3,5,4,5,5,4,5,2,5,3,5,1,5,5,5,4.0,2.2857142857142856,4.285714285714286,4.857142857142857,3.8571428571428568,0,True,2
742,2023,17.0,NR,2.0,,,,5,4,4,4,4,5,4,4,4,5,5,4,2,3,2,3,5,5,4,4,5,5,2,2,5,5,2,5,3.857142857142857,4.285714285714286,4.142857142857143,3.571428571428572,3.964285714285714,0,True,2
743,2023,17.0,Hombre,2.0,,,,3,2,4,2,2,3,2,4,3,3,4,2,4,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2.142857142857143,3.142857142857143,2.4285714285714284,2.857142857142857,2.642857142857143,0,True,1
744,2023,17.0,Mujer,1.0,,,,3,4,2,5,4,2,3,4,3,3,2,3,4,5,3,5,5,4,5,4,3,5,5,3,2,3,2,4,3.7142857142857135,2.857142857142857,4.285714285714286,3.4285714285714284,3.571428571428572,0,True,2
745,2023,17.0,Mujer,2.0,,,,5,3,4,3,4,4,4,4,4,5,4,5,2,4,2,5,4,2,2,5,5,5,3,2,4,5,4,4,4.428571428571429,3.857142857142857,3.7142857142857135,3.2857142857142856,3.821428571428571,0,True,2
746,2023,17.0,Mujer,3.0,,,,4,3,4,4,5,4,5,4,4,4,3,5,3,4,4,5,4,5,3,4,4,3,5,2,2,5,1,5,4.857142857142857,3.7142857142857135,3.857142857142857,3.0,3.857142857142857,0,True,2
747,2023,16.0,Mujer,6.0,,,,5,3,2,1,4,5,5,5,5,5,5,5,5,2,1,5,5,5,2,2,5,5,5,2,1,4,3,1,4.714285714285714,2.857142857142857,3.2857142857142856,3.857142857142857,3.678571428571429,0,True,2
748,2023,17.0,Hombre,0.0,,,,5,2,2,2,4,3,1,5,4,2,4,4,1,2,2,5,4,4,3,4,4,3,4,2,3,3,2,2,3.7142857142857135,3.142857142857143,3.0,2.4285714285714284,3.071428571428572,0,True,1
749,2023,17.0,Mujer,2.0,,,,3,4,4,5,3,4,2,4,3,3,5,4,4,4,5,4,5,5,4,5,5,4,4,2,4,5,3,4,3.571428571428572,4.428571428571429,4.285714285714286,3.571428571428572,3.964285714285714,0,True,2
750,2023,17.0,Mujer,2.0,,,,4,4,5,5,2,1,4,5,5,3,5,4,3,4,5,1,2,5,3,3,4,3,3,1,4,1,1,5,2.7142857142857144,4.714285714285714,4.142857142857143,2.0,3.3928571428571432,0,True,2
751,2023,16.0,Hombre,4.0,,,,2,2,4,3,1,1,3,4,1,2,3,4,2,3,4,1,2,3,2,2,3,1,1,2,2,1,1,5,1.8571428571428568,3.571428571428572,2.142857142857143,1.7142857142857142,2.321428571428571,0,True,1
752,2023,17.0,Hombre,2.0,,,,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,2,3,4,3,3,3,3,3,2,3,3,3,3,3.0,3.142857142857143,3.2857142857142856,2.857142857142857,3.071428571428571,0,True,2
753,2023,17.0,Hombre,1.0,,,,3,4,4,5,3,2,4,4,4,2,5,3,2,4,1,4,3,5,2,4,2,3,3,2,4,2,1,4,3.142857142857143,3.4285714285714284,4.142857142857143,2.0,3.178571428571429,0,True,1
754,2023,17.0,Mujer,2.0,,,,4,3,4,3,2,2,4,3,3,3,5,4,4,4,4,3,3,5,4,4,4,5,3,3,4,3,2,3,3.2857142857142856,3.857142857142857,3.857142857142857,3.0,3.5,0,True,2
755,2023,17.0,Hombre,2.0,,,,3,4,4,3,3,2,3,4,3,2,4,3,2,3,3,3,2,4,2,2,4,2,3,2,3,3,2,4,3.0,3.7142857142857135,3.0,2.0,2.928571428571429,0,True,1
756,2023,17.0,Hombre,2.0,,,,2,3,3,4,3,2,3,4,3,2,4,3,3,3,3,3,2,4,2,3,4,3,3,2,3,2,2,3,2.7142857142857144,3.4285714285714284,3.2857142857142856,2.142857142857143,2.8928571428571423,0,True,1
757,2023,17.0,Hombre,2.0,,,,2,2,4,5,2,2,5,3,2,2,2,3,3,4,3,1,2,5,5,2,2,2,2,1,2,2,2,2,2.4285714285714284,2.571428571428572,3.142857142857143,2.4285714285714284,2.642857142857143,0,True,1
758,2023,16.0,Hombre,3.0,,,,2,2,4,4,2,1,4,3,2,2,3,4,3,3,4,2,2,5,4,2,3,2,2,1,2,3,2,2,2.7142857142857144,3.0,2.857142857142857,2.142857142857143,2.6785714285714284,0,True,1
759,2023,17.0,Mujer,1.0,,,,3,3,4,3,4,3,3,3,2,4,3,3,3,2,3,2,4,2,3,4,3,4,2,3,3,4,2,2,3.0,3.0,2.857142857142857,3.142857142857143,3.0,0,True,1
760,2023,17.0,Mujer,2.0,,,,4,4,4,2,4,2,4,4,3,3,4,4,2,5,4,4,3,4,2,4,4,4,4,2,3,4,1,4,4.0,3.857142857142857,3.7142857142857135,2.142857142857143,3.428571428571429,0,True,2
761,2023,17.0,Hombre,1.0,,,,2,3,3,1,1,1,5,3,3,3,4,1,2,2,1,1,1,4,5,1,1,1,5,1,1,1,3,3,2.2857142857142856,2.2857142857142856,2.142857142857143,2.2857142857142856,2.25,0,True,1
762,2023,18.0,Hombre,3.0,,,,4,4,5,5,2,1,2,4,3,5,5,5,1,2,3,2,2,4,2,5,4,1,1,1,1,2,1,3,2.571428571428572,3.571428571428572,3.4285714285714284,1.8571428571428568,2.857142857142857,0,True,1
763,2023,16.0,Hombre,2.0,,,,4,3,5,4,1,3,2,3,1,1,4,5,2,3,5,3,1,4,3,1,4,2,4,1,2,5,1,5,3.4285714285714284,4.0,2.571428571428572,1.7142857142857142,2.9285714285714284,0,True,1
764,2023,17.0,Mujer,1.0,,,,4,4,4,3,4,3,3,5,3,4,4,2,3,3,4,4,4,4,3,3,4,4,2,3,3,4,3,4,3.2857142857142856,4.0,3.4285714285714284,3.2857142857142856,3.5,0,True,2
765,2023,17.0,Hombre,2.0,,,,3,2,3,3,3,2,2,5,3,4,2,4,2,3,2,4,2,4,2,4,5,3,5,2,4,5,3,3,3.7142857142857135,3.4285714285714284,3.142857142857143,2.4285714285714284,3.1785714285714284,0,True,1
766,2023,17.0,Hombre,2.0,,,,3,4,4,4,1,4,2,5,4,3,4,3,3,3,4,3,2,5,2,3,4,3,4,2,2,1,1,4,2.4285714285714284,3.857142857142857,3.7142857142857135,2.4285714285714284,3.107142857142857,0,True,1
767,2023,17.0,Hombre,0.0,,,,5,3,3,3,1,2,5,3,1,1,3,4,2,3,3,1,2,3,3,3,4,2,1,3,1,3,1,3,2.857142857142857,2.857142857142857,2.571428571428572,2.0,2.571428571428572,0,True,1
768,2023,17.0,Mujer,1.0,,,,3,3,3,5,4,3,5,5,5,5,4,5,5,1,5,5,5,5,2,5,3,5,5,3,3,5,1,5,4.571428571428571,4.0,4.142857142857143,3.4285714285714284,4.035714285714286,0,True,2
769,2023,17.0,Mujer,1.0,,,,3,5,3,1,1,5,5,3,3,3,3,3,1,3,1,1,5,5,3,3,3,3,3,5,5,1,5,5,2.4285714285714284,3.2857142857142856,3.2857142857142856,3.857142857142857,3.2142857142857144,0,True,2
770,2023,17.0,Hombre,3.0,,,,4,3,5,3,1,2,1,4,1,1,2,4,2,2,1,2,3,5,3,3,4,1,1,1,3,1,1,2,2.0,3.0,2.571428571428572,1.8571428571428568,2.357142857142857,0,True,1
771,2023,17.0,Mujer,3.0,,,,5,4,2,5,5,5,3,4,4,5,4,5,4,4,5,5,4,5,2,4,3,5,5,3,2,5,3,3,4.714285714285714,3.2857142857142856,4.428571428571429,3.7142857142857135,4.035714285714286,0,True,2
772,2023,17.0,Hombre,2.0,,,,5,2,3,3,2,3,2,3,2,2,3,2,2,2,4,3,3,3,3,1,3,2,2,2,2,2,2,2,2.571428571428572,2.857142857142857,2.142857142857143,2.4285714285714284,2.5,0,True,1
773,2023,17.0,Mujer,1.0,,,,2,5,3,5,1,5,3,5,3,3,5,3,2,5,5,1,5,5,3,5,5,2,1,3,5,5,2,5,2.2857142857142856,4.714285714285714,4.285714285714286,3.2857142857142856,3.6428571428571423,0,True,2
774,2023,17.0,Hombre,2.0,,,,5,3,1,1,1,3,3,5,5,3,5,3,1,1,1,3,1,1,1,1,5,1,1,1,1,5,1,5,3.0,3.2857142857142856,1.8571428571428568,1.5714285714285714,2.4285714285714284,0,True,1
775,2023,17.0,Hombre,2.0,,,,4,4,4,4,3,2,2,4,4,2,4,4,2,4,4,4,4,4,4,4,4,3,4,2,3,4,2,4,3.571428571428572,3.857142857142857,3.857142857142857,2.571428571428572,3.4642857142857144,0,True,2
776,2023,17.0,Mujer,2.0,,,,4,4,4,4,3,3,4,4,3,3,4,4,2,4,3,2,3,4,2,3,4,2,2,2,3,3,2,3,3.142857142857143,3.571428571428572,3.4285714285714284,2.4285714285714284,3.142857142857143,0,True,1
777,2023,17.0,Hombre,3.0,,,,5,4,3,4,4,2,2,5,4,2,4,2,2,3,3,4,3,5,4,2,5,2,3,2,3,5,1,5,3.571428571428572,4.0,3.4285714285714284,2.2857142857142856,3.321428571428571,0,True,2
778,2023,17.0,Mujer,1.0,,,,5,3,5,4,4,3,5,4,1,5,2,5,3,4,5,5,5,5,5,5,5,5,5,2,3,5,2,3,4.857142857142857,3.857142857142857,3.857142857142857,3.571428571428572,4.035714285714286,0,True,2
779,2023,17.0,Mujer,1.0,,,,5,4,3,5,5,3,4,5,5,3,4,5,3,4,4,3,4,5,3,5,4,4,5,4,4,5,1,4,4.571428571428571,4.0,4.571428571428571,3.0,4.035714285714286,0,True,2
780,2023,17.0,Hombre,3.0,,,,3,1,5,2,3,3,1,5,5,2,2,4,2,3,4,2,2,4,3,3,4,2,2,2,2,2,1,4,2.4285714285714284,3.7142857142857135,2.857142857142857,2.142857142857143,2.7857142857142856,0,True,1
781,2023,17.0,Mujer,1.0,,,,4,5,4,5,4,2,5,3,4,2,5,4,4,4,4,1,2,5,4,3,4,4,2,3,4,3,2,3,3.2857142857142856,3.857142857142857,4.285714285714286,2.7142857142857144,3.5357142857142856,0,True,2
782,2023,17.0,Mujer,3.0,,,,1,2,4,2,1,1,5,5,1,1,2,3,4,3,1,1,1,5,4,1,3,3,1,1,3,1,1,2,1.8571428571428568,2.857142857142857,2.4285714285714284,1.8571428571428568,2.25,0,True,1
783,2023,17.0,Mujer,1.0,,,,4,4,4,4,4,2,4,5,4,2,5,5,1,3,4,2,1,5,1,4,5,4,4,1,3,5,1,4,4.0,4.285714285714286,4.0,1.2857142857142858,3.392857142857143,0,True,2
784,2023,17.0,Hombre,3.0,,,,3,4,3,3,4,5,3,4,5,2,5,4,2,5,4,5,4,5,3,3,3,5,4,3,2,4,2,4,3.857142857142857,3.571428571428572,4.285714285714286,3.0,3.678571428571429,0,True,2
785,2023,17.0,Mujer,4.0,,,,4,4,5,3,3,3,5,3,3,4,3,4,4,4,2,4,5,4,5,4,5,5,1,4,2,4,3,4,3.571428571428572,3.4285714285714284,3.857142857142857,4.0,3.7142857142857135,0,True,2
786,2023,17.0,Hombre,2.0,,,,2,3,4,4,2,2,2,4,4,3,3,2,2,4,4,3,1,4,2,1,3,2,4,1,3,3,1,3,2.571428571428572,3.4285714285714284,3.142857142857143,1.7142857142857142,2.714285714285714,0,True,1
787,2023,17.0,Mujer,3.0,,,,4,3,5,3,1,5,2,4,4,4,5,1,2,1,4,1,3,5,4,3,4,4,2,1,1,4,1,4,2.142857142857143,3.857142857142857,3.2857142857142856,2.857142857142857,3.0357142857142856,0,True,1
788,2023,17.0,Hombre,1.0,,,,3,4,4,4,4,4,5,4,4,2,2,4,5,5,1,2,4,5,5,4,1,2,1,1,1,5,1,5,3.4285714285714284,2.571428571428572,4.0,3.142857142857143,3.2857142857142856,0,True,2
789,2023,17.0,Hombre,3.0,,,,5,2,5,4,4,3,4,4,4,3,5,3,3,4,2,2,2,5,2,3,5,1,3,5,5,3,1,1,3.4285714285714284,3.857142857142857,3.2857142857142856,2.7142857142857144,3.321428571428571,0,True,2
790,2023,17.0,Hombre,2.0,,,,1,2,5,4,1,1,4,3,2,1,3,4,3,5,5,2,1,4,4,1,3,2,3,1,2,2,1,2,2.4285714285714284,3.2857142857142856,2.857142857142857,1.7142857142857142,2.571428571428571,0,True,1
791,2023,17.0,Mujer,2.0,,,,5,3,5,2,3,2,1,5,4,3,4,2,2,2,4,1,4,4,4,2,4,1,2,3,1,4,3,2,2.571428571428572,3.571428571428572,2.571428571428572,3.0,2.928571428571429,0,True,1
792,2023,17.0,Hombre,2.0,,,,3,1,4,5,1,2,5,4,2,2,1,4,4,1,1,2,2,2,1,2,3,1,2,2,1,2,3,3,2.7142857142857144,2.4285714285714284,2.0,2.2857142857142856,2.3571428571428568,0,True,1
793,2023,17.0,Hombre,3.0,,,,1,1,1,2,1,1,5,1,1,1,1,5,5,5,3,2,2,1,5,1,1,2,2,3,3,3,4,3,2.7142857142857144,1.8571428571428568,1.8571428571428568,3.0,2.357142857142857,0,True,1
794,2023,17.0,Hombre,0.0,,,,4,4,3,4,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2.7142857142857144,2.4285714285714284,3.2857142857142856,2.857142857142857,2.821428571428571,0,True,1
795,2023,17.0,Hombre,2.0,,,,3,2,4,4,1,2,1,3,1,2,2,3,2,4,2,2,1,4,3,1,3,3,3,1,3,2,1,3,2.142857142857143,2.857142857142857,2.7142857142857144,1.7142857142857142,2.357142857142857,0,True,1
796,2023,17.0,Hombre,2.0,,,,1,1,2,5,1,1,5,1,1,3,4,1,1,5,5,1,1,5,1,3,3,5,4,5,4,3,3,4,2.2857142857142856,3.2857142857142856,3.571428571428572,2.142857142857143,2.821428571428571,0,True,1
797,2023,17.0,Mujer,2.0,,,,4,4,4,4,3,2,2,4,3,3,4,2,2,4,3,2,3,2,3,3,4,3,2,4,3,4,2,4,2.7142857142857144,3.7142857142857135,3.2857142857142856,2.7142857142857144,3.1071428571428577,0,True,1
798,2023,17.0,Hombre,3.0,,,,3,5,4,4,1,3,3,5,3,2,3,2,3,5,2,2,4,5,3,3,3,4,2,3,2,2,2,4,2.142857142857143,3.2857142857142856,4.142857142857143,2.857142857142857,3.1071428571428577,0,True,2
799,2023,17.0,Mujer,3.0,,,,4,2,5,4,1,2,5,5,4,1,5,5,3,3,5,4,4,5,4,1,5,5,2,1,5,4,1,5,3.571428571428572,5.0,3.4285714285714284,2.2857142857142856,3.571428571428571,0,True,2
800,2023,17.0,Mujer,2.0,,,,3,5,4,4,4,3,3,5,4,4,5,3,4,4,5,4,5,5,3,4,5,5,5,5,4,5,3,4,3.857142857142857,4.571428571428571,4.428571428571429,3.857142857142857,4.178571428571429,0,True,2
801,2023,17.0,Mujer,2.0,,,,5,4,3,5,2,3,3,4,4,3,5,4,5,5,3,3,4,5,3,3,4,5,4,1,3,4,2,4,3.571428571428572,3.7142857142857135,4.428571428571429,3.0,3.678571428571429,0,True,2
802,2023,17.0,Hombre,1.0,,,,3,3,3,4,5,3,5,3,2,2,5,5,3,3,5,4,3,5,3,3,3,5,5,3,5,4,3,3,4.428571428571429,3.857142857142857,3.571428571428572,2.857142857142857,3.678571428571429,0,True,2
803,2023,17.0,Hombre,2.0,,,,3,3,5,4,1,1,1,5,4,1,5,5,1,4,5,1,2,5,1,1,5,2,1,1,4,1,1,5,1.8571428571428568,4.857142857142857,3.2857142857142856,1.1428571428571428,2.7857142857142856,0,True,2
804,2023,17.0,Hombre,2.0,,,,3,4,3,4,2,2,3,5,4,2,4,3,3,3,4,2,2,5,4,1,5,2,3,3,3,2,1,3,2.571428571428572,3.857142857142857,3.2857142857142856,2.4285714285714284,3.035714285714286,0,True,1
805,2023,17.0,Mujer,0.0,,,,2,3,4,3,4,2,3,3,2,4,2,5,3,5,4,2,4,5,2,4,5,5,2,2,3,3,1,3,3.0,3.4285714285714284,3.857142857142857,2.571428571428572,3.2142857142857144,0,True,1
806,2023,17.0,Hombre,1.0,,,,4,4,4,5,1,3,3,4,3,4,4,1,2,5,5,2,2,5,2,1,5,1,4,1,2,1,1,5,2.2857142857142856,4.142857142857143,3.4285714285714284,2.142857142857143,3.0,0,True,1
807,2023,17.0,Mujer,3.0,,,,2,4,4,3,2,3,3,4,3,2,3,4,2,2,3,3,3,4,3,3,5,5,2,1,2,4,1,5,2.857142857142857,3.7142857142857135,3.4285714285714284,2.142857142857143,3.0357142857142856,0,True,1
808,2023,17.0,Mujer,4.0,,,,2,2,4,4,2,3,3,4,4,3,5,1,2,3,1,1,1,4,2,2,5,3,2,2,4,2,1,3,1.8571428571428568,3.7142857142857135,3.142857142857143,2.0,2.6785714285714284,0,True,1
809,2023,17.0,Mujer,3.0,,,,5,5,5,2,2,3,3,4,4,3,4,3,3,3,1,3,4,5,4,4,4,3,4,5,2,4,2,3,3.4285714285714284,3.2857142857142856,3.7142857142857135,3.4285714285714284,3.464285714285714,0,True,2
810,2023,17.0,Hombre,3.0,,,,4,4,4,5,3,3,3,4,4,4,4,4,2,4,4,3,3,5,2,5,4,4,3,3,4,4,3,5,3.4285714285714284,4.142857142857143,4.428571428571429,2.857142857142857,3.7142857142857135,0,True,2
811,2023,17.0,Hombre,3.0,,,,4,3,3,3,3,1,2,4,3,1,3,4,2,4,4,4,3,5,3,3,3,2,4,2,2,3,1,4,3.4285714285714284,3.2857142857142856,3.2857142857142856,1.8571428571428568,2.9642857142857144,0,True,1
812,2023,17.0,Mujer,2.0,,,,2,3,4,5,5,2,2,3,4,3,5,4,5,5,4,1,5,5,5,5,3,5,1,5,3,5,3,5,2.857142857142857,3.857142857142857,4.571428571428571,4.0,3.821428571428571,0,True,2
813,2023,17.0,Hombre,2.0,,,,1,2,5,3,1,1,5,5,2,1,4,4,3,5,5,2,1,5,4,1,3,2,3,1,3,2,1,5,2.571428571428572,4.285714285714286,2.857142857142857,1.7142857142857142,2.857142857142857,0,True,1
814,2023,17.0,Hombre,1.0,,,,2,3,5,5,2,2,4,4,3,2,5,3,4,5,5,5,4,5,4,3,4,3,2,1,3,3,2,5,3.0,4.428571428571429,3.857142857142857,2.7142857142857144,3.5,0,True,2
815,2023,17.0,Mujer,1.0,,,,4,5,3,5,5,3,3,5,4,4,4,3,5,5,5,2,4,5,3,3,5,3,2,3,4,4,2,5,3.2857142857142856,4.428571428571429,4.285714285714286,3.4285714285714284,3.857142857142857,0,True,2
